"","Date","SPX","VIX","DXY","e","v","d"
"52",2019-08-28 13:50:00,2885.02,19.41,83.67,-0.000499005464761559,0.00206291976201411,0
"53",2019-08-28 13:55:00,2884.47,19.43,83.68,-0.000190658100340357,0.00102986620842982,0.000119510009105817
"54",2019-08-28 14:00:00,2884.55,19.38,83.68,2.77343465633351e-05,-0.00257665692672848,0
"55",2019-08-28 14:05:00,2884.85,19.39,83.68,0.000103996949516905,0.000515862791940602,0
"56",2019-08-28 14:10:00,2883.69,19.43,83.69,-0.000402181493284637,0.00206079413478788,0.000119495728169383
"57",2019-08-28 14:15:00,2885.04,19.36,83.69,0.00046804063447059,-0.00360918154091738,0
"58",2019-08-28 14:20:00,2884.94,19.38,83.69,-3.46621652100865e-05,0.0010325246141889,0
"59",2019-08-28 14:25:00,2885.01,19.37,83.69,2.4263641800637e-05,-0.000516129043715452,0
"60",2019-08-28 14:30:00,2887.41,19.24,83.71,0.000831540372423056,-0.00673403218134405,0.000238948627182545
"61",2019-08-28 14:35:00,2886.98,19.28,83.72,-0.00014893348069478,0.00207684394483909,0.000119452905834372
"62",2019-08-28 14:40:00,2885.89,19.31,83.72,-0.000377628463122726,0.00155480725802359,0
"63",2019-08-28 14:45:00,2888.73,19.14,83.74,0.000983614585539527,-0.0088427104156148,0.000238863013198198
"64",2019-08-28 14:50:00,2889.06,19.12,83.73,0.00011423052771331,-0.001045478401553,-0.000119424374656951
"65",2019-08-28 14:55:00,2888.97,19.15,83.74,-3.11524862306456e-05,0.0015678080033994,0.000119424374656951
"66",2019-08-28 15:00:00,2888.22,19.16,83.73,-0.00025964179963367,0.000522056916059555,-0.000119424374656951
"67",2019-08-28 15:05:00,2888.17,19.18,83.75,-1.73118504811498e-05,0.00104329691257776,0.000238834488834883
"68",2019-08-28 15:10:00,2887.7,19.22,83.75,-0.000162746045544004,0.00208333408685446,0
"69",2019-08-28 15:15:00,2889.96,19.22,83.78,0.000782323679574759,0,0.000358144813713324
"70",2019-08-28 15:20:00,2885.71,19.49,83.76,-0.00147169099587785,0.0139501099773227,-0.00023874895660736
"71",2019-08-28 15:25:00,2885.06,19.54,83.76,-0.000225273231388101,0.00256213309516751,0
"72",2019-08-28 15:30:00,2883.91,19.63,83.75,-0.000398684692495266,0.00459536167373287,-0.000119395857105964
"73",2019-08-28 15:35:00,2885.64,19.53,83.76,0.000599700167898121,-0.00510726339978218,0.000119395857105964
"74",2019-08-28 15:40:00,2885.41,19.5,83.76,-7.97081987240489e-05,-0.00153727931888659,0
"75",2019-08-28 15:45:00,2886.85,19.41,83.76,0.000498938034625418,-0.00462606838878221,0
"76",2019-08-28 15:50:00,2887.23,19.39,83.76,0.000131622700256351,-0.00103092792635806,0
"77",2019-08-28 15:55:00,2887.92,19.33,83.77,0.000238954833479355,-0.00309917603432108,0.000119381603436608
"78",2019-08-28 16:00:00,2887.94,19.24,83.77,6.92537561519657e-06,-0.00466684798267902,0
"79",2019-08-28 16:05:00,2887.94,19.33,83.76,0,0.00466684798267902,-0.000119381603436608
"80",2019-08-28 16:10:00,2887.94,19.35,83.76,0,0.00103412625555155,0
"81",2019-08-29 09:30:00,2922.2,17.83,83.83,0.0117933120643521,-0.0243779385148666,-0.000238549619451689
"82",2019-08-29 09:35:00,2920.01,18.01,83.84,-0.000749716323986682,0.0100447273128159,0.000119281922965619
"83",2019-08-29 09:40:00,2918.61,18.09,83.84,-0.000479565385941072,0.00443214021933924,0
"84",2019-08-29 09:45:00,2922.06,17.93,83.85,0.00118137145267472,-0.00888401179016229,0.000119267696486069
"85",2019-08-29 09:50:00,2924.3,17.76,83.85,0.000766288805208681,-0.0095265500530175,0
"86",2019-08-29 09:55:00,2922.35,17.88,83.84,-0.000667048676525894,0.00673403218134405,-0.000119267696486069
"87",2019-08-29 10:00:00,2918.89,18.02,83.82,-0.00118468010376738,0.00779948243482353,-0.000238578075806295
"88",2019-08-29 10:05:00,2919.93,17.98,83.81,0.000356236366593876,-0.00222222313671727,-0.000119310386110349
"89",2019-08-29 10:10:00,2916.9,18.23,83.82,-0.00103823488851962,0.0138085596470972,0.000119310386110349
"90",2019-08-29 10:15:00,2917.63,18.14,83.83,0.000250234381796055,-0.00494914400358093,0.000119296152840676
"91",2019-08-29 10:20:00,2918.73,18.02,83.82,0.000376947279820072,-0.00663719250679895,-0.000119296152840676
"92",2019-08-29 10:25:00,2919.48,17.97,83.83,0.000256928066693085,-0.00277855138472427,0.000119296152840676
"93",2019-08-29 10:30:00,2918.72,18.05,83.84,-0.000260354220236181,0.00444198398342266,0.000119281922965619
"94",2019-08-29 10:35:00,2911.56,18.39,83.78,-0.00245614399290517,0.0186613538373397,-0.000715905053843002
"95",2019-08-29 10:40:00,2913.28,18.41,83.78,0.000590574178858994,0.00108695662875657,0
"96",2019-08-29 10:45:00,2910.67,18.56,83.78,-0.00089629896366894,0.0081147321130679,0
"97",2019-08-29 10:50:00,2913.63,18.33,83.81,0.00101643124661788,-0.0124696655064409,0.000358016591926358
"98",2019-08-29 10:55:00,2916.76,18.14,83.83,0.00107368471086478,-0.0104196171646227,0.000238606538951025
"99",2019-08-29 11:00:00,2915.75,18.15,83.85,-0.00034633460040201,0.000551116023868925,0.000238549619451689
"100",2019-08-29 11:05:00,2916.62,18.03,83.86,0.00029833498438947,-0.00663352349563384,0.000119253473398473
"101",2019-08-29 11:10:00,2919.55,17.83,83.85,0.00100408324163492,-0.011154605340177,-0.000119253473398473
"102",2019-08-29 11:15:00,2919.43,17.82,83.86,-4.1103069377435e-05,-0.000561009832385384,0.000119253473398473
"103",2019-08-29 11:20:00,2921.32,17.79,83.86,0.000647177183055625,-0.00168492036491985,0
"104",2019-08-29 11:25:00,2921.16,17.79,83.86,-5.47712615324158e-05,0,0
"105",2019-08-29 11:30:00,2923.04,17.7,83.86,0.000643372938930575,-0.00507186209796018,0
"106",2019-08-29 11:35:00,2923.72,17.69,83.87,0.000232607462274714,-0.000565131408089226,0.000119239253703718
"107",2019-08-29 11:40:00,2924.47,17.73,83.87,0.000256489616141664,0.00225861191442256,0
"108",2019-08-29 11:45:00,2926.09,17.64,83.88,0.000553793155322779,-0.00508906950747123,0.00011922503739914
"109",2019-08-29 11:50:00,2925.24,17.69,83.89,-0.000290532240013519,0.00283045759304867,0.000119210824483851
"110",2019-08-29 11:55:00,2924.5,17.7,83.87,-0.000253002698904936,0.000565131408089226,-0.000238435861882991
"111",2019-08-29 12:00:00,2924.24,17.75,83.87,-8.89080383714713e-05,0.0028208763416413,0
"112",2019-08-29 12:05:00,2923.8,17.73,83.87,-0.000150477767193458,-0.00112739583530796,0
"113",2019-08-29 12:10:00,2925.36,17.61,83.87,0.000533409938174856,-0.00679119757800217,0
"114",2019-08-29 12:15:00,2925.91,17.65,83.87,0.000187993376350448,0.00226886087119116,0
"115",2019-08-29 12:20:00,2926.43,17.71,83.88,0.000177706695567714,0.00339366841543676,0.00011922503739914
"116",2019-08-29 12:25:00,2925.03,17.79,83.88,-0.000478513063992381,0.0045070498830011,0
"117",2019-08-29 12:30:00,2926.42,17.73,83.87,0.000475095925333235,-0.00337838159162684,-0.00011922503739914
"118",2019-08-29 12:35:00,2928.03,17.65,83.88,0.000550008981402783,-0.00452233670681101,0.00011922503739914
"119",2019-08-29 12:40:00,2926.76,17.8,83.89,-0.000433832817203772,0.0084626739187339,0.000119210824483851
"120",2019-08-29 12:45:00,2926.26,17.82,83.91,-0.000170851970850983,0.00112296474462381,0.000238379023775437
"121",2019-08-29 12:50:00,2926.62,17.76,83.91,0.000123016361330386,-0.00337268447863925,0
"122",2019-08-29 12:55:00,2926.51,17.77,83.9,-3.75867271058539e-05,0.000562904602535941,-0.000119182408817586
"123",2019-08-29 13:00:00,2927.48,17.74,83.92,0.000331397904293596,-0.00168966528512682,0.000238350614880645
"124",2019-08-29 13:05:00,2926.32,17.79,83.95,-0.00039632376069676,0.00281452479631028,0.00035741943550871
"125",2019-08-29 13:10:00,2926.62,17.79,83.94,0.000102512583509018,0,-0.000119125618105009
"126",2019-08-29 13:15:00,2927.06,17.81,83.94,0.000150332782396845,0.00112359562382647,0
"127",2019-08-29 13:20:00,2926.7,17.82,83.92,-0.000122997868192698,0.000561324741093383,-0.000238293817403701
"128",2019-08-29 13:25:00,2925.5,17.86,83.91,-0.000410102189541739,0.00224215340568978,-0.000119168206063058
"129",2019-08-29 13:30:00,2924.58,17.9,83.9,-0.000314525615917383,0.00223713739835585,-0.000119182408817586
"130",2019-08-29 13:35:00,2927.84,17.76,83.91,0.00111406916700396,-0.00785197528268489,0.000119182408817586
"131",2019-08-29 13:40:00,2927.64,17.79,83.89,-6.83120769187084e-05,0.0016877641137194,-0.000238379023775437
"132",2019-08-29 13:45:00,2927.91,17.8,83.89,9.22202014130846e-05,0.00056195562029604,0
"133",2019-08-29 13:50:00,2929.25,17.76,83.9,0.000457559644393868,-0.00224971973401544,0.00011919661495785
"134",2019-08-29 13:55:00,2928.35,17.89,83.9,-0.000307293091738714,0.00729315995660373,0
"135",2019-08-29 14:00:00,2929.7,17.86,83.91,0.000460904233968051,-0.0016783220722747,0.000119182408817586
"136",2019-08-29 14:05:00,2930.04,17.9,83.91,0.000116046104565726,0.00223713739835585,0
"137",2019-08-29 14:10:00,2930.41,17.86,83.92,0.000126270167133846,-0.00223713739835585,0.000119168206063058
"138",2019-08-29 14:15:00,2926.35,18.08,83.91,-0.00138643231081392,0.012242779515677,-0.000119168206063058
"139",2019-08-29 14:20:00,2926.76,18.07,83.92,0.00014009646176838,-0.000553250359892843,0.000119168206063058
"140",2019-08-29 14:25:00,2927.78,17.98,83.92,0.000348447533134788,-0.00499307556066286,0
"141",2019-08-29 14:30:00,2928.3,17.95,83.92,0.000177593202745463,-0.00166991410918671,0
"142",2019-08-29 14:35:00,2927.86,17.95,83.92,-0.000150269118612378,0,0
"143",2019-08-29 14:40:00,2927.07,18.01,83.91,-0.000269858052886818,0.00333704425357695,-0.000119168206063058
"144",2019-08-29 14:45:00,2926.7,18.01,83.92,-0.000126414259697505,0,0.000119168206063058
"145",2019-08-29 14:50:00,2926.01,18.03,83.93,-0.000235788208605925,0.00110987802736107,0.000119154006695155
"146",2019-08-29 14:55:00,2926.06,18.02,83.93,1.70879705816418e-05,-0.000554785035034033,0
"147",2019-08-29 15:00:00,2925.01,17.93,83.93,-0.000358908716276751,-0.00500696456315008,0
"148",2019-08-29 15:05:00,2924.29,17.95,83.92,-0.00024618330522852,0.0011148273172461,-0.000119154006695155
"149",2019-08-29 15:10:00,2924.95,17.89,83.92,0.000225670344455864,-0.00334821741365987,0
"150",2019-08-29 15:15:00,2925.75,17.91,83.92,0.000273471552117321,0.0011173185519926,0
"151",2019-08-29 15:20:00,2923.56,18.03,83.91,-0.00074880630444607,0.00667782114260529,-0.000119168206063058
"152",2019-08-29 15:25:00,2922.03,18.11,83.91,-0.000523471552037691,0.00442723468009643,0
"153",2019-08-29 15:30:00,2923.1,18.09,83.91,0.000366116754272561,-0.00110497248811825,0
"154",2019-08-29 15:35:00,2925.16,18.01,83.9,0.000704483071955586,-0.00443214021933924,-0.000119182408817586
"155",2019-08-29 15:40:00,2924.3,18.01,83.89,-0.000294044238680513,0,-0.00011919661495785
"156",2019-08-29 15:45:00,2925.99,17.91,83.89,0.000577749153293006,-0.00556794311524422,0
"157",2019-08-29 15:50:00,2924.07,18.03,83.89,-0.000656403547634632,0.00667782114260529,0
"158",2019-08-29 15:55:00,2924.61,18.1,83.88,0.000184657051346626,0.00387490105655441,-0.000119210824483851
"159",2019-08-29 16:00:00,2924.58,18.04,83.88,-1.0257830571625e-05,-0.00332042363730256,0
"160",2019-08-29 16:05:00,2924.58,18,83.89,0,-0.00221975673831309,0.000119210824483851
"161",2019-08-29 16:10:00,2924.58,17.88,83.87,0,-0.00668898815079633,-0.000238435861882991
"162",2019-08-30 09:30:00,2938.58,17.4,83.81,0.00477559084428947,0.00923794098493635,-0.000238606538951025
"163",2019-08-30 09:35:00,2938.09,17.41,83.82,-0.000166761108292945,0.000574547559614391,0.000119310386110349
"164",2019-08-30 09:40:00,2935.1,17.6,83.82,-0.00101818611633941,0.0108541482640088,0
"165",2019-08-30 09:45:00,2935.57,17.58,83.82,0.000160118010722243,-0.00113700978707554,0
"166",2019-08-30 09:50:00,2937.54,17.48,83.8,0.000670854138228094,-0.00570452202964145,-0.000238635008888544
"167",2019-08-30 09:55:00,2935.43,17.68,83.79,-0.000718546183884783,0.0113766869821079,-0.000119338862841545
"168",2019-08-30 10:00:00,2938.91,17.48,83.79,0.00118481409216908,-0.0113766869821079,0
"169",2019-08-30 10:05:00,2939.72,17.45,83.81,0.000275574412788693,-0.00171772157895322,0.000238663485619739
"170",2019-08-30 10:10:00,2935.23,17.69,83.82,-0.00152852394461078,0.013659859523258,0.000119310386110349
"171",2019-08-30 10:15:00,2935.38,17.65,83.83,5.1102014963611e-05,-0.00226372479238846,0.000119296152840676
"172",2019-08-30 10:20:00,2933.21,17.82,83.85,-0.000739530312698911,0.00958563866335771,0.000238549619451689
"173",2019-08-30 10:25:00,2933.18,17.85,83.84,-1.02277550588781e-05,0.00168208618298493,-0.000119267696486069
"174",2019-08-30 10:30:00,2934.23,17.83,83.84,0.00035790920055323,-0.00112107635059955,0
"175",2019-08-30 10:35:00,2933.58,17.91,83.86,-0.000221547733365135,0.00447678419757169,0.000238521169884542
"176",2019-08-30 10:40:00,2932.76,17.93,83.89,-0.000279561022831665,0.00111607154442117,0.000357675115586709
"177",2019-08-30 10:45:00,2933.93,17.91,83.88,0.000398862055267735,-0.00111607154442117,-0.000119210824483851
"178",2019-08-30 10:50:00,2931.63,18.04,83.9,-0.000784238885248811,0.00723229856185714,0.000238407439441701
"179",2019-08-30 10:55:00,2929.71,18.16,83.95,-0.000655140315584113,0.00662985853866971,0.000595770050389355
"180",2019-08-30 11:00:00,2923.29,18.69,83.98,-0.00219374767630409,0.0287672482943244,0.000357291732496989
"181",2019-08-30 11:05:00,2924.21,18.66,84.02,0.000314664389086339,-0.00160642604827377,0.000476190485188432
"182",2019-08-30 11:10:00,2919.54,18.94,84.03,-0.00159828911029258,0.0148938923387343,0.000119012198891433
"183",2019-08-30 11:15:00,2916.93,18.96,84.03,-0.000894376283603115,0.00105540906894364,0
"184",2019-08-30 11:20:00,2914.73,19.08,84.03,-0.000754502184409311,0.00630916919326463,0
"185",2019-08-30 11:25:00,2916.65,18.94,84.03,0.000658506243592427,-0.00736457826220827,0
"186",2019-08-30 11:30:00,2922.1,18.46,84.05,0.00186683847837621,-0.025669858683226,0.000237981914497531
"187",2019-08-30 11:35:00,2920.56,18.61,84.07,-0.000527157163231706,0.00809284157945322,0.000237925292580599
"188",2019-08-30 11:40:00,2922,18.5,84.07,0.000492934613991025,-0.00592833856988051,0
"189",2019-08-30 11:45:00,2924.58,18.25,84.07,0.000882567301728088,-0.0136056520557784,0
"190",2019-08-30 11:50:00,2923.06,18.32,84.06,-0.000519867855830469,0.00382827921748374,-0.000118955570234114
"191",2019-08-30 11:55:00,2922.59,18.45,84.06,-0.000160803332739157,0.00707101124055187,0
"192",2019-08-30 12:00:00,2922.29,18.45,84.05,-0.000102653946791875,0,-0.000118969722346485
"193",2019-08-30 12:05:00,2921.29,18.58,84.06,-0.000342255949182579,0.007021362899156,0.000118969722346485
"194",2019-08-30 12:10:00,2923.77,18.49,84.06,0.0008485798773048,-0.00485568798665881,0
"195",2019-08-30 12:15:00,2924.88,18.42,84.08,0.000379574778222924,-0.00379301457187253,0.000237896991724718
"196",2019-08-30 12:20:00,2924.6,18.39,84.08,-9.57350055781347e-05,-0.00162999221093107,0
"197",2019-08-30 12:25:00,2925.61,18.28,84.08,0.00034528675382095,-0.00599947259022571,0
"198",2019-08-30 12:30:00,2926.57,18.19,84.07,0.000328082871207336,-0.00493557349597307,-0.000118941421490604
"199",2019-08-30 12:35:00,2925.88,18.22,84.08,-0.000235798683696054,0.00164789930178122,0.000118941421490604
"200",2019-08-30 12:40:00,2926.69,18.13,84.09,0.00027680147530873,-0.0049518670650528,0.000118927276110625
"201",2019-08-30 12:45:00,2926.31,18.19,84.09,-0.0001298479414098,0.00330396776327158,0
"202",2019-08-30 12:50:00,2927.19,18.09,84.08,0.000300674812208079,-0.00551269312282709,-0.000118927276110625
"203",2019-08-30 12:55:00,2927.39,18.08,84.1,6.8322578247404e-05,-0.000552944443173775,0.00023784041020658
"204",2019-08-30 13:00:00,2925.75,18.2,84.1,-0.000560382988589403,0.00661523911871953,0
"205",2019-08-30 13:05:00,2925.04,18.31,84.13,-0.000242702268749007,0.00602576460366944,0.00035665458382006
"206",2019-08-30 13:10:00,2924.37,18.36,84.13,-0.000229082934152025,0.00272702650592516,0
"207",2019-08-30 13:15:00,2923.35,18.68,84.12,-0.000348853915832059,0.0172790476083522,-0.000118870728223364
"208",2019-08-30 13:20:00,2923.25,18.68,84.15,-3.42079157151787e-05,0,0.000356569802315576
"209",2019-08-30 13:25:00,2923.83,18.59,84.17,0.000198389624189055,-0.00482963106734369,0.000237642586670361
"210",2019-08-30 13:30:00,2923.92,18.54,84.2,3.07810696451583e-05,-0.00269324159564377,0.000356358024796499
"211",2019-08-30 13:35:00,2922.01,18.71,84.22,-0.000653446095989274,0.00912758014828929,0.000237501485500502
"212",2019-08-30 13:40:00,2920.87,18.88,84.23,-0.000390218527323682,0.00904502043135613,0.00011872959349013
"213",2019-08-30 13:45:00,2922.61,18.78,84.21,0.000595535554643867,-0.00531068693723746,-0.000237473285371159
"214",2019-08-30 13:50:00,2922.24,18.71,84.19,-0.000126607184271599,-0.00373433349411867,-0.000237529692328486
"215",2019-08-30 13:55:00,2922.31,18.69,84.2,2.39539399968791e-05,-0.00106951881852657,0.000118771898709014
"216",2019-08-30 14:00:00,2924.33,18.5,84.19,0.000690995197369482,-0.0102178893831928,-0.000118771898709014
"217",2019-08-30 14:05:00,2925.06,18.44,84.19,0.000249598677396712,-0.00324851395583092,0
"218",2019-08-30 14:10:00,2925.61,18.33,84.19,0.000188012655515379,-0.00598315627683466,0
"219",2019-08-30 14:15:00,2926.2,18.26,84.19,0.000201647012461947,-0.00382618668479084,0
"220",2019-08-30 14:20:00,2924.91,18.33,84.18,-0.000440941982256859,0.00382618668479084,-0.000118786007147875
"221",2019-08-30 14:25:00,2925.41,18.3,84.2,0.00017093082129449,-0.00163800200423792,0.000237557905856889
"222",2019-08-30 14:30:00,2923.64,18.51,84.2,-0.000605226508246126,0.0114100667380308,0
"223",2019-08-30 14:35:00,2922.59,18.55,84.2,-0.000359205851049538,0.00215866246803786,0
"224",2019-08-30 14:40:00,2922.66,18.56,84.19,2.39510713839763e-05,0.000538938304610159,-0.000118771898709014
"225",2019-08-30 14:45:00,2920.14,18.71,84.19,-0.000862600176715134,0.00804941292794403,0
"226",2019-08-30 14:50:00,2920.13,18.62,84.17,-3.42449920953669e-06,-0.0048218684370771,-0.000237586126087486
"227",2019-08-30 14:55:00,2920.35,18.61,84.16,7.53362737659913e-05,-0.000537201194761749,-0.000118814234085107
"228",2019-08-30 15:00:00,2919.14,18.64,84.14,-0.000414419758341111,0.00161073860328553,-0.000237670827025305
"229",2019-08-30 15:05:00,2919.84,18.59,84.16,0.000239767905816812,-0.0026860075240922,0.000237670827025305
"230",2019-08-30 15:10:00,2918.82,18.72,84.15,-0.00034939524150257,0.0069686693160933,-0.000118828352585254
"231",2019-08-30 15:15:00,2916.72,18.89,84.15,-0.000719727768347944,0.00904021046397219,0
"232",2019-08-30 15:20:00,2918.29,18.87,84.14,0.000538131053036572,-0.00105932213295956,-0.000118842474440051
"233",2019-08-30 15:25:00,2922.09,18.58,84.14,0.001301285373974,-0.0154876259947665,0
"234",2019-08-30 15:30:00,2923.55,18.55,84.13,0.000499517599563681,-0.0016159443322481,-0.000118856599652162
"235",2019-08-30 15:35:00,2922.42,18.67,84.13,-0.000386591109455381,0.00644816850018737,0
"236",2019-08-30 15:40:00,2921.78,18.73,84.14,-0.000219020568276385,0.0032085589023656,0.000118856599652162
"237",2019-08-30 15:45:00,2922.5,18.7,84.13,0.00024639476672661,-0.00160299259545615,-0.000118856599652162
"238",2019-08-30 15:50:00,2924.3,18.63,84.12,0.000615721439716665,-0.00375033924704393,-0.000118870728223364
"239",2019-08-30 15:55:00,2924.14,18.63,84.09,-5.47154454997312e-05,0,-0.000356696989692651
"240",2019-08-30 16:00:00,2926.45,18.74,84.08,0.000789663989456457,0.00588709219677908,-0.000118927276110625
"241",2019-08-30 16:05:00,2926.46,18.95,84.1,3.41710362850023e-06,0.0111436547181594,0.00023784041020658
"242",2019-08-30 16:10:00,2926.46,18.98,84.1,0,0.00158186165334628,0
"243",2019-09-03 09:30:00,2905.34,20.33,84.43,-0.00724307840919192,0.0113778125752249,0.000355387079497227
"244",2019-09-03 09:35:00,2908.17,19.8,84.37,0.000973594342674744,-0.0264156899397654,-0.000710900503873013
"245",2019-09-03 09:40:00,2909.72,19.78,84.4,0.000532839237823879,-0.00101061150592363,0.000355513424375786
"246",2019-09-03 09:45:00,2907.55,19.85,84.41,-0.000746054455319722,0.00353268093863335,0.000118476393716982
"247",2019-09-03 09:50:00,2913.56,19.45,84.4,0.00206489900910878,-0.020356937068744,-0.000118476393716982
"248",2019-09-03 09:55:00,2912.1,19.58,84.39,-0.000501230772330885,0.00666156703790888,-0.000118490432035934
"249",2019-09-03 10:00:00,2895.83,20.6,84.21,-0.00560269926115087,0.050782438693171,-0.00213523212797462
"250",2019-09-03 10:05:00,2894.84,20.8,84.22,-0.000341929348294912,0.00966191091173707,0.000118743691881029
"251",2019-09-03 10:10:00,2893.04,20.8,84.2,-0.000621989418589486,0,-0.000237501485500502
"252",2019-09-03 10:15:00,2897.06,20.56,84.22,0.00138857727705233,-0.011605546120308,0.000237501485500502
"253",2019-09-03 10:20:00,2896.7,20.6,84.24,-0.000124271630327577,0.00194363520857088,0.000237445091937794
"254",2019-09-03 10:25:00,2900.92,20.3,84.26,0.00145577003848985,-0.0146701897477937,0.000237388725151
"255",2019-09-03 10:30:00,2898.28,20.44,84.24,-0.000910470472606839,0.00687287928776215,-0.000237388725151
